comment_text,like_count,reply_count,published_at
Annis ki ngopoo.. kok gawane pingin nyenggol terus,0,0,2024-01-08T06:04:58Z
Pak prabowo ini disenggol terus loh. Andaikan beliau mau cari aib²nya paslon lain pasti juga ada...banyaakk.,1,0,2024-01-08T06:04:11Z
Barang bekas tapi masih layak pake YES PRABOWO,0,0,2024-01-08T06:04:10Z
Buset Buzzer 02 bekerja keras banget sampe segininya ya...,3,1,2024-01-08T06:03:57Z
Cuma pak prabowo yang di serang sana sini 😢,0,0,2024-01-08T06:03:54Z
"Gak butuh omongan doang pak anis,, butuh kerja nyata keren pak prabowo👍👍👍👍",0,0,2024-01-08T06:03:27Z
01menjatuhkan mulu perasaan🤣🤣,0,0,2024-01-08T06:03:11Z
"Anies presiden Gaza,",0,0,2024-01-08T06:03:03Z
Prabowo nggak punya etika. Bukan giliran dia bicara koq nyelonong.,1,0,2024-01-08T06:02:00Z
"Bilangnya cinta tanah air malah sibuk bertanya untuk menelanjangi negara sendiri depan publik perihal pertahanan negara berdasarkan data dan minta jawab segera pakek data lagi didepan umum gimana ni kalo negara lain nonton ni debat.... 

Kenapa gak sekalian paslon 1 dan 3 menyuarakan kalo negara RI ini sedang bobrok silahkan segera negara tetangga atau luar kalo mau perang langsung bom dan serang makek drone  aja ni RI karena persenjataan, SDM dan keuangan sedang lemah ni negara kami RI",0,0,2024-01-08T06:01:50Z
Cakaap ngolah aja kau wowo...,0,0,2024-01-08T06:01:16Z
Gimana ga emosi orang di pancing terus dih,0,0,2024-01-08T06:01:15Z
"Kesabaran pak prabowo hebat,,, pertahankan pak👍",0,0,2024-01-08T06:01:08Z
Betul apa kata gur Dur  untuk Prabowo  Jokowi tidak main2 menyerahkan anaknya,0,0,2024-01-08T06:01:04Z
"Hanya Anies Yang Memberikan Paradigma Baru pada thema, Nilai Anies 99,99. Video di tuan Guru chanel",0,0,2024-01-08T06:00:50Z
Aku selalu liat mata dari pak anis dia meremehkan pak prabowo dan pak ganjar.,0,0,2024-01-08T06:00:22Z
"duhh jadi bingung mau pilih 02 apa 03, 01 udh g masuk pilihanku",0,0,2024-01-08T05:59:31Z
Cerdas cermat 😂,0,0,2024-01-08T05:59:27Z
Rakyat sudah bisa menilai mana calptes yg terbaik untuk calon pemimpin indonesia,0,0,2024-01-08T05:59:02Z
Memperkaya diri ngga bisa jwb pertanyaan pak ganjar,0,0,2024-01-08T05:58:35Z
spy cina takut indonesia hrs punya kapal induk,0,0,2024-01-08T05:58:14Z
"bisa bangat lu ah Bowo caper ke Ganjar, mungkin biar klo satu putaran kalah, pendukung Ganjar ke Prabowo. wkwkwk",1,0,2024-01-08T05:57:52Z
2:26:02 bungkarno pakai alat bekas wajar 😂 andai jaman bungkarno ada pabrik senjata gak bakalan pakai alat bekas 😂😂😂,1,0,2024-01-08T05:57:40Z
Asamualaikum pak Ganjar Oke,0,0,2024-01-08T05:57:02Z
Yng dukung prabowo merasa kasian dia udah nyalin berapa periode tpi g pernh lolos wkwkwkwk,0,0,2024-01-08T05:56:43Z
"Sangat disayangkan ketika berbicara ttg pertahanan dan keamanan, tak ada satu pun capres yg mengangkat isu OPM di Papua yg mengancam keamanan rakyat dan kedaulatan NKRI, sepertinya memang kami yg jauh di timur ini selalu luput dari perhatian 😔😔",6,1,2024-01-08T05:56:41Z
Pak prabowo jgn samakan jaman dulu dan skrg klw beli alat perang,1,0,2024-01-08T05:56:33Z
"No 2 bisanya copy paste ke no 3 wkwk sependapat terus, ganti aja namanya ""menuju istana sependapat capres 2024"" wkwk",1,0,2024-01-08T05:56:20Z
"gaya pa anis bahas hutang negara hutang diri pribadi aja buat kampanye gubernur belum kelar😂 hutang janji kampanye gubernur 20 janji, yg terealisasi cuma 4 selama 5 thn🤣 hidup pak anis atas kehaluannya😮",0,0,2024-01-08T05:56:04Z
Saya yakin anies sih,0,0,2024-01-08T05:55:29Z
"Tuhan tolong prabowo 1 putaran, dia kelihatan tulus banget untuk mmembangun negara ini, biar org yg mau menjatuhkan dia bisa sadar kalau prabowo emang org hebat dan tulus",0,0,2024-01-08T05:54:49Z
Prabowo Gibran selalu dihati❤,1,0,2024-01-08T05:54:29Z
Prabowo hanya ambisi menjadi president krn dia mrsa punya jabatn di indonesia,0,0,2024-01-08T05:53:55Z
Halah2 PDI itu maunya suaranya aja didengar liat aja rezim ini.. kebijakan2nya mana ada musyawarahnya dngn rakyat..,1,0,2024-01-08T05:53:31Z
"Yg menghindar itu anis buka prabowo, amati dgn cermat  , anis jgn bicara etik lah",0,0,2024-01-08T05:53:11Z
Keliatan dari wajah anis meremehkan pak prabowo.,0,0,2024-01-08T05:52:58Z
Amin❤,0,0,2024-01-08T05:52:37Z
Semangat pak prabowo. Kami mendukungmuu,0,0,2024-01-08T05:52:09Z
Sangat bagus pa anis,1,0,2024-01-08T05:52:00Z
Ayo semua warga negara indonesia coblos no 2 tgl 14 februari nanti,0,0,2024-01-08T05:51:54Z
Semoga Prabowo telpilih dan Anis bsedan menjadi Mentri pertahanan sepertinya dia lebih berpengalaman,0,0,2024-01-08T05:51:45Z
Serius nanya kalo udh mengarah ke pertahanan cyber2 itu lebih ke ranah KOMINFO atau MENHAN sih? 😊,1,0,2024-01-08T05:51:34Z
Anis bahas soal pertahanan... mungkin Indonesia bakal bikin sumur resapan... Kalo pas perang... tentara musuh jeblos ke sumur🤣,0,0,2024-01-08T05:51:14Z
"Pak Prabowo tidak berkualitas, jadi rujak sama yang lain",1,0,2024-01-08T05:51:11Z
Pak prbowo kok gak d kasih kesempatan buat bertnya yah hnya nmr urut 1 dan 2 yg bertnya🙄,0,0,2024-01-08T05:51:06Z
"debat selanjutnya ganti aja judulnya bukan debat capres, tapi debat 1 3 vs 2",0,0,2024-01-08T05:50:41Z
Semakin yakin all in prabowo 🎉🎉,0,0,2024-01-08T05:50:30Z
pertahanan no 1  mah ekonomi.,0,0,2024-01-08T05:49:59Z
2024 wktunya no 2 tampil ❤,1,0,2024-01-08T05:49:13Z
spy jngn diintrvnsi  hrs dilunasi hutangnya,0,0,2024-01-08T05:48:36Z
"Sebegitu takutnya kah kedua paslon lain dgn Prabowo dan Gibran? Miris sekalee, klo ga politik agama ya politik memecah belah",0,0,2024-01-08T05:48:33Z
Abis debat ini dipastikan elektabilitas anis mrosot semrosot mrosotnya 😂,0,0,2024-01-08T05:48:30Z
Membahas etika tpi tidak memberikan contoh yang baik malah menjatuhkan paslon lain smpe menilai kinerja pdahal tiap pemimpin klo mau menilqi kinerja pasti ada kekurangannya ko,0,0,2024-01-08T05:47:46Z
Ini debat capres apa sidang laporan pertanggungjawaban menteri pertahanan ya?,1,0,2024-01-08T05:47:25Z
"01. Amin.
Saat ini kami rakyat Indonesia sudah cerdas dan akan memilih pemimpin kami. AMIN",0,0,2024-01-08T05:47:02Z
"Hanya pak Prabowo yang tidak pernah menjelekan Paslon lain ,respect untuk beliau😊",395,60,2024-01-08T05:47:02Z
Purbalingga prabowo gibran,0,0,2024-01-08T05:47:02Z
Anis jan kecerdasan diatas rata2 orang indonesia...,0,0,2024-01-08T05:46:46Z
"Pak PRABOWO sibuk ngurusin negara, 
Yg lain sibuk ngurusin pak prabowo 😂😂
Sudah jelas mana yg pantas mimpin negeri kita ini.. Orang baik tdk akan saling menjatuhkan! Satu putaran 02 bismillah",0,0,2024-01-08T05:46:30Z
Pk Prabowo semoga tetap bersabar..dan ihklas untuk rakyat,0,0,2024-01-08T05:46:27Z
"Debat pertama mengkritik, giliran dikritik pd debat ke2 tidak terima. Hadeeh...🤦🏻‍♀️ Namanya debat ya begitu, harus legowo. Dr jejak digital bisa menilai mana yg mementingkan diri sendiri mana yg mementingkan rakyat.",0,0,2024-01-08T05:45:45Z
Debat kedua ini menjadi penerang untung tangan kita mencoblos nomor 2,0,0,2024-01-08T05:44:42Z
Anis kenapa kalo dengerin lawan sambil nyengir terus si?,0,0,2024-01-08T05:44:19Z
"Namanya juga debat, saling serang wajar",1,0,2024-01-08T05:43:03Z
"Pak Prabowo mempertahankan negara, paslon 01 & 03 menyerang. wkwkwkwk lucu",0,0,2024-01-08T05:42:41Z
Sadis bgt anis,1,0,2024-01-08T05:41:52Z
All in 01,1,0,2024-01-08T05:41:46Z
Kami hanya relawan 01.. kami rakyat Indonesia bersama AMIN,0,0,2024-01-08T05:41:19Z
"Pak Prabowo diserang 2 orang, tp Dia menjelaskan & menanggapinya dg sabar dr hati 😊",0,0,2024-01-08T05:41:14Z
01 kbnyakan teori... pak jangan trlalu bnyak teori pak..yg akan d pimpin ini sebuah negara bukan organisasi...jadi sesuai fakta aja pak,0,0,2024-01-08T05:41:09Z
JIWA NASIONAL NYA ADA DI BAPAK PRABOWO KECERDASSAN ADA DI PAK ANIS LINCAH NYA ADA DI PAK GANJAR MANTAAAP CALON PRESIDEN KITA MASING MASING PUNYA SEMANGAT ... SEMOGA INDONESIA KEDEPANNYA JADI AMAN MAKMUR DAN SEJAHTERA  ...... AAMIIIN YA ROBBAL ALAMIN ..,132,16,2024-01-08T05:40:37Z
prabowooo,0,0,2024-01-08T05:40:27Z
BALI ALL IN PRABOWO!,0,0,2024-01-08T05:40:18Z
Masuk ke sini untuk meyakinkan diri agar bisa ikut memilih dan tdk salah pilih... Pada akhirnya memilih untuk mengikuti kata hatiku,0,0,2024-01-08T05:40:15Z
"Ganjar skrg"" tidak rela,nanti ujung"" jadi boneka",0,0,2024-01-08T05:40:10Z
"Asli di rujak sih ini paslon 2, kebanjiran fakta 😴😂",1,0,2024-01-08T05:40:07Z
"hal yang lucu di negeri ini, masih banyaknya yang mendukung paslon produk nepotisme.",0,0,2024-01-08T05:40:04Z
Luar biasa skali pak prabowo jujur sya terharu dan tnpa sadar air mata jatuh saat bapa prabowo dgn tegas dan ttap sbar menjawab setiap pertnyaann 1 dan 3 paslon yg slqlu menjatuhkan pak prabowo semngat bapa doa kami semoga bapa jdi pemimpin kami bapa am8nn😢😢🤲🤲🤲😓😓😭😭,49,3,2024-01-08T05:39:57Z
Pak anies dendaman banget ke prabowo,0,0,2024-01-08T05:39:56Z
"Entah kenapa pak prabowo ga milik cawapres RK/eric kalau milih itu kemarin udah pastilah no counter pak,tapi sayang sekali kehormatan bapk tercoreng karna masuknya anak muda  yg dipaksakan masuk oleh dinasti kekeluargaannya..",0,0,2024-01-08T05:39:33Z
Anies for Indonesia,0,0,2024-01-08T05:39:30Z
Tetap Ganjar Mahfud ❤,0,0,2024-01-08T05:38:39Z
Yg pentig  bukti ..bukan program...bagaimana rakyak bs msrdeka di negeri sendiri...bangs  jsdi bsngda yg  merdek ...,0,0,2024-01-08T05:38:36Z
Dari aura presiden pasti pak ganjar yang menang❤,1,0,2024-01-08T05:38:04Z
Ko Bolanya c terus ya,0,0,2024-01-08T05:37:40Z
Pak ganjar terlihat paling bijak,2,0,2024-01-08T05:37:35Z
Pak prabowo bertanya kepada paslon 1 dan paslon 3 benar2 menuju kepada kepentingan negara dan masyarakat. Tapi paslon 1 mengajukan pertanyaan lebih mengarah ke menyudutkan dan menyinggung pribadi. Paslon 3 main aman.,4,0,2024-01-08T05:35:55Z
"Istilah Diserang itu wajar , inikan Debat adu gagasan dan pikiran bukan Musyawarah untuk mufakat , harusnya prabowo sebagai Mentri Pertahanan menguasai tema ini eh malah digoreng kanan kiri 😅 Anis gali-lobang terus eh prabowo kecebur mulu , kesalahan fatal malah bilang setuju sama ganjar pula hmmm seperti ga punya pendirian yg mantap

silahkan nilai sendiri krn ini penilaian saya",2,0,2024-01-08T05:35:38Z
"Format cerdas cermat, no debat.",1,0,2024-01-08T05:35:28Z
Omongan ganjar kosong semua😂,0,0,2024-01-08T05:35:14Z
"Saya masih netral:
Tapi bicara soal pertahanan; capres lainnya sperti penonton bola; messi ronaldo pun digoblok2in. 
Meskipun 02 tak pandai bicara, namun kalau strategi pertahanan dan cinta negara beliau diatas mereka.

Penilaian pribadi debat capres kali ini :
Capres 1 : 2 point,
Capres 2 : 1 point,
Capres 3 : 3 point.",0,0,2024-01-08T05:34:59Z
"Anis iku pinter ngmg tok ..ga jalan sesuai kemyataan ...woy ingat tnpa orabowo kmu bkn siapa2..jd org ambisi amat kmu ,calon pemimpin kok kerjax menghsut rakyat...ntar lok kalah nangis loh mw lompat kmn lg kau",0,0,2024-01-08T05:34:54Z
"bilang pak anis menyerang paslon 02,ikut pengajian aja broo,namanya debat ya serang menyerang,adu argumentasi kalau udah cacat dalam pemerintahan ya cacat aja..gak sanggup adu argumentasi joget2 aja di atas panggung,mau jadi pemimpin ya di kuliti tuh isi kepala busuk gak,pintar2 lah memilih pemimpin",1,0,2024-01-08T05:34:35Z
All in prabowo gibran,0,0,2024-01-08T05:34:12Z
"jiwa kepemimpinan pak Prabowo tidak diragukan, maju terus pak Prabowo",3,0,2024-01-08T05:34:02Z
Keren Pak Prabowo...,0,0,2024-01-08T05:33:41Z
Mulut manis hati iblis,0,0,2024-01-08T05:33:31Z
All in prabowo semangat pakkk💛💛💛,0,0,2024-01-08T05:33:25Z
"2:01:34 , loh tolong Lah... moderator yg bijak lah... Jatah waktu Prabowo seharusnya sudah kepakai seperti halnya cak imin didebat cawapres sebelumnya ....",1,0,2024-01-08T05:32:58Z
kaya bocil kaka ade  berantem no 1 sm 2😂,1,0,2024-01-08T05:32:26Z
PRABOWO JAYA JAYA JAYAAAA✌🏽,0,0,2024-01-08T05:32:25Z
Debat engga ada guna sampah,0,0,2024-01-08T05:31:58Z
"Mau berapa kali debat pun pak prabowo gak mungkin bakal menang kalau lawannya adalah pak ganjar  dan pak anis,mereka berdua pinter dan memang punya public speaking yg bagus,memiliki cara komunikasi yg baik memng menjadi salah satu keunggulan tersendiri.",0,0,2024-01-08T05:31:06Z
Not UTANG NO USANG 😅,0,0,2024-01-08T05:30:46Z
satu putaran buat pak prabowo..,1,0,2024-01-08T05:30:03Z
"1:58:22  sebab akibat, sebab putusan MK mangkanya ada pertanyaan tersebut, pertanyaan tersebut sekilas tidak etis tapi itu kesempatan klarifikasi sebenarnya untuk Prabowo,,,, statement bapak mengedepankan emosi dan baper,, mungkin debat selanjutnya bisa kontrol emosi",0,0,2024-01-08T05:30:03Z
No 2,0,0,2024-01-08T05:29:40Z
Baru nonton.. Eeeh si anies dari awal mmg bener gagasannya nyi-nyir😢 ke prabowo.,1,0,2024-01-08T05:29:33Z
"Pak Anis lapangan kerja TNI polri saja dan kesejahtraanya,coba gmn caranya ciptakan lapangan kerja bagi Rakyat pengangguran masih gawat dan level tinggi gaji rendah dan tak mnentu",0,0,2024-01-08T05:29:16Z
"Alhamdulillah akhirnya debat  capres lebih baik dan wawasan masing* paslon.
Tdk seperti yang lalu* 
Capres kali ini cerdas*",0,0,2024-01-08T05:27:53Z
"Ini debat calon presiden indonesia 
Ngapain bawa² palestina.

Nanti tunggu jadi dulu.baru bisa bahas palestina.
Asal jngan saat jadi presiden.lalu tidak ingat palestina.ntar sama seprti Rohingya lagi.2017 ngajak mnyambut Rohingya.saat Rohingya Datang.loe ngilang nis..😂",0,0,2024-01-08T05:27:00Z
"liat koment,lautan buzzer semua😂",0,0,2024-01-08T05:26:56Z
No. 3 dong ditunggu ❤,3,0,2024-01-08T05:26:51Z
"Disini kita sudah bisa ukur, siapakah yang layak untuk menjadi presiden RI. Semoga AMIN lah yang memimpin negara ini.",2,0,2024-01-08T05:26:40Z
Hasil poling pasca debat capres pasti  berubah jauh dg hasil poling sebenarnya,0,0,2024-01-08T05:26:24Z
"jwbn wowo dr dlu kuat kuat kuat, kekuatan terus ngom nya, ga ad jwbn lain apa",0,0,2024-01-08T05:26:21Z
"Bismillah PASLON 2 Menang 🥰, Semua PASLON menyerang bapak sabar yaa pak 🥰.",0,0,2024-01-08T05:26:05Z
Pak anis bilek : kalau saya menang para ronghiya di izinkan mengambil wilaya indonesia setuju 🤣🤣🤣🤣,3,1,2024-01-08T05:26:03Z
1❤,0,0,2024-01-08T05:25:31Z
"ini gmn si di ulang"" gak urut",1,0,2024-01-08T05:25:23Z
No3❤❤❤,0,0,2024-01-08T05:25:10Z
"Salam ✌️ jari
PraGib  ❤🤍",1,0,2024-01-08T05:24:49Z
Anis dengan anggaran 80T bisa bikin Jakarta sebersih apa?? Bukan nyalahkan angin tp jadikan 80t itu sebagai solusi. Yakali angin tidak punya KTP pak 🤭🤭,0,0,2024-01-08T05:24:45Z
"Jawaban debad jangan di  tunda se lain  diacara debad capres yg ga siap dinyatakan kalah debat dan dijawab dg data""",0,0,2024-01-08T05:24:32Z
Ambisi agar bisa berbisnis 😂😂😂,0,0,2024-01-08T05:24:32Z
"Pak probowo jangan terpancing emosional , mereka hanya ingin menjatuhkan anda di debat , padahal debat tujuan memperlihatkan kesiapan menjadi presiden,  bukan saling menyudutkan , kalo mereka menyudutkan ,berarti mereka tidak punya gagasan sendiri",1,0,2024-01-08T05:24:18Z
"Prabowo hebat bgt sabar bijaksana berintegritas, debat ini ditonton seluruh dunia tapi si paslon 1&3 malah asal ngomong ga punya etika bikin malu Indonesia aja bodoh sekali😂
Prabowo Gibran you're the winner!!",1,0,2024-01-08T05:24:15Z
"CONTOH ORANG YG TIDAK TAU TERIMAKASIH DAN TIDAK TAU DIRI INI SEPERTI ANIES,DIA DI DUKUNG OLEH SIAPA KETIKA JADI GUBERNUR DKI.KALIAN BISA LIHAT RAUT MUKA ANIES KETIKA PAK PRABOWO DAN PAK GANJAR BERBICARA.SEPERTINYA SI ANIES INI SANGAT TIDAK SUKA SAMA PAK PRABOWO. DUH ANIES PERCUMA LU PINTER NGOMONG PERCUMA DEKET SAMA USTADA ATAU KYAI TAPI AKHLAK LU GITU",1,0,2024-01-08T05:24:14Z
"1:58:00 ketika fakta dibuka, malah balik nyerang bilang ""menyesatkan"" dan bilang balik ga ada etika... maaf pa, saya out dari 02. takut saya klo bapa ngejabat, takut nantinya ketika kinerja pemerintah dikritik nanti dibilang menyesatkan atau bahkan bisa dibilang ujaran kebencian..",1,0,2024-01-08T05:24:10Z
omon omon omon wkwkwkwk,0,0,2024-01-08T05:24:05Z
"Greget sama anis,kerjaannya nyindir",0,0,2024-01-08T05:23:33Z
"Ngawur, keliatan tulusnya pak prabowo",0,0,2024-01-08T05:23:22Z
Kalau begini kan semua disampaikan di debat dengan baik sehingga semua masyarakat tau yang sebenarnya. Kalau bukan dari forum ini maka darimana lagi bisa menyampaikan keluh kesah rakyat mengenain geopolotik,2,0,2024-01-08T05:23:05Z
Tong kosong nyaring bunyinya,0,0,2024-01-08T05:22:51Z
Orang akar rumpult yg kecewa dg  pilpres yg banyak rintangan  pasti ber kumpul di paslon Ganjar Mahfud,0,0,2024-01-08T05:22:39Z
Amin ☝️,1,0,2024-01-08T05:22:16Z
prabowo merasa di zolimi 😂,0,0,2024-01-08T05:21:42Z
"😂😂😂 nis nis
Dabrus awakmu
Lampe mercon",0,0,2024-01-08T05:21:37Z
Anies kereen,0,0,2024-01-08T05:21:35Z
Siapa yg bodoh ya...tetang statment menhan..bung karno pakai alat bekas...memang iya tp itu bantuan bukan beli 100% dr rusia karena prestasinya dlm negosiasi internasianal..soekarno adalah satu2nya..presiden jenderal diplomat no 1 di indonesia di segani dunia.,0,0,2024-01-08T05:21:31Z
bagi saya siapapun presidenya biasa saja tetap biasa saja kecuali pejabat mungkin Ada bedanya kalo orang jecil kayak saya mungkin gak ngaroh yt kere terap kere kalo gk kerja gk makan,0,0,2024-01-08T05:21:29Z
Secara tidak langsung sama aja membongkar apa kendala nya sistem pertahanan indonesia...seluruh dunia pasti nonton..next untuk debat capres selanjutnya tidak perlu ngebahas masalah pertahanan negara..,0,0,2024-01-08T05:21:22Z
Sehat sllu pak prabowo...,0,0,2024-01-08T05:21:08Z
Suara hati rakyat semua disampaikan langsung di debat jadi ini bukan menyerang. Toh siapa pun presidenya nanti ini semua akan jadi evaluasi,1,1,2024-01-08T05:21:00Z
"Dari debat ini saya jadi tau siapa yg harus saya pilih.... Dinilai dari kepribadian, cara berfikir, beriilmu dan tenang dalam menghadapi masalah... Bismillah...",94,3,2024-01-08T05:20:38Z
Santri gusdur pasti ganjar Mahfud md sebagai bentuk taqdim nya santri ke  gurunya.. yg asli...,0,0,2024-01-08T05:20:36Z
Prabowo,0,0,2024-01-08T05:20:27Z
Bahas etika mati kutu yah bapa wkwk,0,0,2024-01-08T05:20:15Z
"Karna debat ini bertema pertahanan ya yg jelas pak prabowo selaku mentri pertahanan yg di serang terus, ya gasih?",0,0,2024-01-08T05:20:01Z
Bagus kok debat ini untuk membukakan mata hati semua bahwa setiap pergerakan itu ada yang mengamati dan mengawasi,2,0,2024-01-08T05:19:55Z
No 1 pinter ngomong wkwk,0,0,2024-01-08T05:19:21Z
seharusnya bp anis tidak menyalahkan bp jokowi,0,0,2024-01-08T05:19:11Z
Masyallah sangat tulus hatimu pak Prabowo 🥺🌹,6,0,2024-01-08T05:18:47Z
"Sebenarnya debat ini bukan menyerang paslon, tapi ini adalah keluh kesah rakyat yang pada akhirnya diungkapkan langsung di debat",1,0,2024-01-08T05:18:44Z
"Panas amat yah debat nya....tapi itulah namanya seni debat....jika anda pedebat ulung harusnya kata elegan itu paling atas kemudian ketenangan tiada batas tanpa memperlihatkan emosi....tidak perlu membongkar aib atau kekurangan orang lain....kalau dirasa menyakitkan orang lain lebih baik diam atau menyampaikan dengan halus....tidak perlu menunjukkan bahwa saya tersakiti, saya tak setuju atau setuju....rangkai aja pakai kata2 yang pantas dan sewajarnya...mendominasi perdebatan merasa mempunyai kepandaian atau kekuatan yang lebih....berhenti dan belajar untuk tidak menyinggung orang lain secara keras atau terang2an....sebagai contoh orang nomer satu di negara, alangkah indahnya kekuatan itu di simpan, tunjukkan sisi diri anda yang bisa mengayomi bukan memborbadir emosi2 yang tak jelas....keberanian harus ada di depan saat negara terancam tapi kalau sesama harus bersifat welas asih dan mengayomi....karena salah satu kalian akan menjadi bapak negara ini...simpan emosi salurkan di bagaian2 yang butuh penanganan darurat, disitulah energi anda dikeluarkan...kita mau bapak negara yang cerdas, berbobot, tegas, tenang, skill bermanfaat, bisa mengatur strategi dan memberi keputusan dalam waktu cepat atau segera, tidak gagap, tidak lambat, yang bervisi dan misi untuk waktu jangka pendek dan jangka panjang yang jelas, transparan, menindak tegas korupsi, pendidikan gratis sampai s3 kalau perlu, tahu cara mengelola dan mengamankan kekayaan alam yang bisa memberikan hasil 50 persen ke rakyat sehingga rakyat bisa benar2 makmur dan menjadi tuan di negeri sendiri, menciptakan produk2 hasil teknologi dan pertanian yang berkelas sehingga bisa dipergunakan di dalam negeri maupun di ekspor secara masif keluar negeri, menjadikan rakyat benar2 sejahtera dan makmur dalam waktu pendek, mendirikan kota2 baru berkelas dunia dari tanah papua ke aceh sampai dari talaud ke rote, adil makmur sejahtera secara nyata bukan sebagian rakyat, menyambungkan pulau2 menjadi lebih dekat bisa di kendarai bila memungkinkan, penyamarataan kesempatan dalam berebisnis dan transparasi dana dalam berbisnis baik rakyat pribumi maupun keturunan, tidak jual2 aset dan perusahaan negara, mengangkat derajat rakyat warga yang termajinalisasikan bisa mendapat tempat tinggal layak, kebutuhan hidup terpenuhi dan berpendidikan... jadikann negara ini maju seperti amrika dan uae serta adil sejahtera seperti qatar serta kenyamanan seperti finlandia, berpendidikan seperti jerman, kuat di laut udara darat seperti rusia yang tidak gentar dengan kekuatan asing, jadikan ekonomi Indonesia sejajar amerika atau rusia oleh karena itu sumber2 daya manusia yang ada dari yang kuat atau tidak harus  digunakan berbasis teknologi kekinian dan masa depan, peningkatan gaji pekerja Indonesia setara di amerika atau negara2 makmur., ....jadi pemimpin yang tidak curang dalam hasil suara pemilu, jadi pemimpin jujur dari mulai anda mengajukan diri jadi capres....Indonesia kaya dan berpotensi hanya orang yang tenang dan berkompeten pintar dalam mengelola isinya dan siap merespon cepat dan solusi yang datang dan berwawasan jauh sampai 100 tahun ke depan bukan jangka pendek lagi.",0,0,2024-01-08T05:18:05Z
Kata² si wan angin mumet😅😅 kebnyakan rumus,0,0,2024-01-08T05:18:05Z
"Anies Rasyid Baswedan presiden Indonesia rakyat akal sehat, Aamiin ya Allah 🤲",0,0,2024-01-08T05:17:46Z
PRABOWO PRESIDEN,0,0,2024-01-08T05:17:29Z
Kata kata Prabowo... Yang bilang banyak setuju dengan Ganjar adalah utk ambil suara pendukung Ganjar di putaran ke 2,0,0,2024-01-08T05:17:25Z
Debat2 selanjutnya ga usah pake audience atau pendukung disitu ga sih?,0,0,2024-01-08T05:17:19Z
Bahas Utang Luar Negeri pak Prabowo kurang ngena sii.,0,0,2024-01-08T05:16:31Z
Data2 dibongkar di debat capres ya kebongkar semua lah rahasia negara,0,0,2024-01-08T05:15:27Z
Pak anis di menangkan omongannya saja kalau kerja 0%,2,0,2024-01-08T05:15:02Z
Pecinta bekas😂,0,0,2024-01-08T05:14:54Z
Prabowo sibuk untuk membangun Indonesia yg lain sibuk jatohin Prabowo sabar pak saya anak muda mendukung mu :-),51,1,2024-01-08T05:14:24Z
Anis kalo ga cari kesalahan prabowo punya bahan ga sih,0,0,2024-01-08T05:14:19Z
seharusnya bapa  ganjar mengucap salam sblm brbicara,0,0,2024-01-08T05:14:16Z
Pak prabowo kerja nyata bukan kerja korup🙌,0,0,2024-01-08T05:13:53Z
"Anis takut kalah sm prabowo, setiap kalimat selalu terselip menyerang personal",0,0,2024-01-08T05:13:47Z
"Ganjar dan anis dengan tema pertahanan geopolitik dan HI berusaha menyudutkan prabowo. Anis hanya fokus menyerang prabowo begitu juga ganjar. Tapi pembahasan ganjar lebih menarik soal ini sebab dibelakangnya ada andi wijayanto mantan ketua bin, ada bu connie dosen pertahanan ada mardigu yang pinter bikin narasi kekinian, tapi melihat ganjar memimpin Jateng sepertinya apa yang dia sampaikan hanya sebagai bisikan staf ahli timnya yang kemungkinan sangat minim diwujudkan ketika ganjar menjabat. Kecuali ketika ganjar menjabat mau mendengarkan para ahli militer pertahanan, diplomasi dan saiber, tidak mengutamakan konsolidasi partai pendukung dan bagi bagi kursi kekuasaan disenayan dan kementerian itu baru mungkin bisa dimulai. Tapi yakin tidak dikendalikan emak?
Sedang anis lebih tidak meyakinkan jika ia bisa bener bener mewujudkan teorinya ketika menjabat. Akan kah dia tidak merasa berhutang pada paloh yang memodalinya sehingga dia bebas mewujudkan apa yang ia teorikan? Tidak mungkin
Prabowo lebih terkesan terpancing dengan jebakan narasi dalam debat ini, juga dalam menjawab terasa gitu gitu aja yang terasa monoton
Saya secara pribadi masih tidak meyakini anda ber 3 mampu mewujudkan kemajuan, kesejahteraan, kedaulatan dan kemakmuran segenap bangsa Indonesia.
Tapi biar bagaimanapun siapapun nanti yang akan memimpin semoga bisa mewujudkan yang terbaik bagi seluruh rakyat indonesia
Dan untuk para pendukung kaum sandal jepit tidak usah terkecoh oleh hasutan bazzer, apalagi sampai berantem sesamanya. Kita tetep barang mainan dan mereka diatas sana kalopun kalah tetep konsolidasi untuk nego negoan bagi bagi kue yang dinikmati oleh mereka dan kelompoknya masing masing
Jadi biasa wae. Ora usah terlalu ngotot ngototan dalam mendukung",0,0,2024-01-08T05:13:44Z
“ Pertahanan ngukur Tanahnya Pak Prabowo “.,0,0,2024-01-08T05:13:38Z
Baru calon  preesiden  dah saling sindir anis2,0,0,2024-01-08T05:13:35Z
Mimik dan ekspresi wajah pak prabowo tidak bisa di bohongi kalau beliau terbawa emosi saat debat dengan pak anies baswedan 😅😅😅 2:20:59,0,0,2024-01-08T05:13:26Z
"Pak jokowi percaya sama Prabowo , makannya titipin Gibran sama pak Prabowo ❤️❤️",0,0,2024-01-08T05:13:24Z
"Cawapresnya nepobaby, capresnya survebaby",0,0,2024-01-08T05:12:53Z
02 panik panik,0,0,2024-01-08T05:12:43Z
