comment_text,like_count,reply_count,published_at
"Serem kepempininan skrg, sama seremnya kalo 2 jadi pemimpin, gimana kaga, org mereka gabungan HAHAHAHAHAA goks",0,0,2024-01-09T03:02:37Z
Salutt Pak Prabowo..semangatt dan tetap percaya diri..✌✌,26,0,2024-01-09T03:02:29Z
"Kalau sisa 5 detik ngapain mesti kau tawarin lagi buat ngomong, mau ngomong apa 5 detik, kalo buat misuh masih bisa",0,0,2024-01-09T03:02:19Z
"Pilihlah dg hati nurani, coblos nya 1 aja ga boleh 2 apalagi 3, nyoblos lebih dari 1 ga sah lah mereun..",0,0,2024-01-09T03:00:59Z
Capres ada 3 yg menang mah pasti 1 yg kalah 2,0,0,2024-01-09T02:59:42Z
merasa diri lebih bagus,0,0,2024-01-09T02:59:18Z
"Ini debat, dan harus siap untuk apapun loh 🥹",0,0,2024-01-09T02:58:05Z
Pak prabowo ❤,0,0,2024-01-09T02:57:19Z
Anis cmn pandai bicara tapi kerjanya 0 besarrrrr,0,1,2024-01-09T02:56:29Z
Yg di butuhkn presidenyg  bukti nyata bukan jnji doang wkwkwkw KLO menang kita dukung pestina wkwkwkwkkw ucapan 2 paslon wkwkwkw smntra prabowo langsung bukti nyata,0,0,2024-01-09T02:56:26Z
"Gila,pak Prabowo diserang terus
Ga ada visi misi,adanya serang menyerang bertahan didebat ini",0,0,2024-01-09T02:54:32Z
SEMANGAT TERUS PRABOWO -GIBRAN✌🏻💙💙💙,28,0,2024-01-09T02:54:30Z
"W pikir yg berwawasan cuma 1 sama 2, ternyata 1 sama 3, 2 cuma menang kuasa ekek",0,0,2024-01-09T02:52:13Z
"saatnya memilih orang yg  tegas dan memikirkan negara jgn lemah ,,bkn orang yg hanya bisa ngomong, mahasiswa juga bisa melakukan'y 

jiwa tegas dan berani bahkan siap segala'y untuk negara hal tsb hanya ad dalam jiwa pejuang alias tentara",1,0,2024-01-09T02:52:06Z
"Bagaimana nasib kami pak sebagai buruh yang dibawah kendali outsourcing 🙏, adanya aturan penggunaan outsourcing sangat merugikan untuk kami, mohon ada keadilan juga untuk kami 🙏🙏. Jangan hanya menguntungkan para elite saja dan jangan hanya yang di atas yang selalu diperhatikan. Ada nya anda itu karena adanya kami kaum menengah kebawah 😢",0,0,2024-01-09T02:51:05Z
Mantap pemikiran yg cerdas😊😂,0,0,2024-01-09T02:49:42Z
Pak Prabowo keren mantapp✌✌,0,0,2024-01-09T02:48:24Z
"Gunakan akal untuk memilih, bukan perasaan.",1,0,2024-01-09T02:46:05Z
Anis baswedan terlalu sibuk menjatuhkan orang lain payah banget anis,0,0,2024-01-09T02:44:53Z
Pak kalau ada yg kerjaannya cm ngomongin orang ga usah dibales pak 😂 cuekin aja gaass,0,0,2024-01-09T02:42:06Z
Anis ga ada visi misi buat rakyat dan kesejahteraan rakyat dia cuma fokus pada menjatuhkan pak prabowo,0,0,2024-01-09T02:41:08Z
top global bacot : ya no 1.,0,0,2024-01-09T02:40:42Z
"Bukan greget karna debat capresnya,, tapi greget sama penonton yg ada di studio 😅😅😅",0,0,2024-01-09T02:39:12Z
Salam 2 jari 1putaran,0,0,2024-01-09T02:39:10Z
Om swastyastu Pak Prabowo ❤ 🙏,0,0,2024-01-09T02:37:06Z
Emang boleh sekeren itu Pak Ganjar dan Pak Mahfud TOP GUN 🛩 😍 ya memang keren sih kalau dilihat. debat ketiga milik Pak Ganjar💯 🔥🤟 mau donk pak Ganjar Jaketnya😅,0,0,2024-01-09T02:35:22Z
Muka sengkuni keliatan banget tengil nya pas di tanya pak gemoy,0,0,2024-01-09T02:34:52Z
Ko ga ngerti arti penyampaian visi misi bisa jadi capres? Visi misi isinya ngomongin kerjaan orang. Gmn mau jadi contoh. Nanti yg ada rakyat nyampein visi misi saling ngomongin lg isinya,0,0,2024-01-09T02:32:48Z
"Gimana cara menjelaskan hal yang rumit dengan keterbatasan waktu yang hanya 1 menit, tidak masuk akal menjelaskan hal rumit ke org yang tidak mengerti militer dengan keterbatasan waktu
Tidak fair meminta data dan penjelasan di debat seperti ini",0,0,2024-01-09T02:31:00Z
"Pemenangnya debat kali ini adalah ganjar, krna dia sangat menguasai materi, prabowo sbnernya dia menguasai materi tapi sayang nya dalam penjelasan lebih baik penjelasan dari pak ganjar,",0,0,2024-01-09T02:29:54Z
PRABOWO,0,0,2024-01-09T02:28:29Z
"Kata penutup yg lain baru rencana tapi pk Prabowo sedikit banyaknya sudah kita rasakan ,,kalo saya",0,0,2024-01-09T02:27:46Z
Remuk remuk 😂,0,0,2024-01-09T02:26:25Z
"Prabowo ketuaan, udh gabisa mikir😅",0,0,2024-01-09T02:23:37Z
Pak anis ko banyak menjatuhkan yaaa aduh hehe,0,0,2024-01-09T02:22:42Z
"Capres no 1 : Menjabat menteri dipecat dan menjabat gubernur pun ga memberikan perubahan signifikan yang baik di jakarta, sampai sekarang ya kalo ke jakarta ya ruwet wet tempatnya. Sekarang jadi capres kok seolah2 menyalahkan pemerintah sebelumnya padahal dia juga bagian dari pemerintahan. dari dulu lawak emang 

Capres no 2 : Dari dulu memang emosional tapi selama menjabat jadi menhan setidaknya memberikan dampak yang signifikan di dalam pertahanan dan persiapan indonesia terhadap perang jika terjadi. Setidaknya membuktikan dirinya jika diberi wewenang ya bertanggung jawab dengan wewenangnya dan memang sudah dibuktikan.

Capres no 3 : Menjabat gubernur tapi ga memberikan perubahan signifikan di jawa tengah. Ngomongnya tinggi tapi hasilnya minim. Jawa tengah dari dulu sampe sekarang kalau dibayangin ya tetap ga jauh dari image desa dan sederhana, jangan jauh2 lah kalau naik kereta lewat daerah jawa tengah ini lebih susah sinyal daripada kalau masih lewat jawa timur atau jawa barat. maksimalkan dulu itu jawa tengah baru nyapres. Daripada nanti 1 indonesia dibuat ""sederhana"" semua sama dia, jalan ruwet rusak banjir kayak masalah di jawa tengah, dan ekstremis agama dimana2",1,0,2024-01-09T02:22:01Z
"Sabar pak prabowo,saya liat niat tulusmu. .
Tidam seperti lawan anda,menjatuhkan demi keinginan tercapai.",0,0,2024-01-09T02:19:35Z
"Anies (S1 Ekonomi 1989-1995 – 6th), Ganjar (S1Hukum 1987-1995 – 8th) , Mereka kantanya orang pintar, tapi nyaris DO, namun di saat yg sama th 1995, Prabowo komandan termuda pimpin kopasus pasukan berani mati, pasang dadanya di moncong senapan Ganasnya Kili Kwalik utk bebaskan expedisi Lorenze 12 orang (separuhnya orang asing), Semua bebas hanya 1 yg gugur dlm perjalanan. Bandingkan sekarang dengan pembebasan 1 pilot susi air yg lama??. Begitu ganjar menilai 5 dan Anies beri 1,1 utk kemampuan pertahanan prabowo. Gila keterlaluan jahatnya, demi kekuasaan. Anda dengan pongahnya mengajari Itik untuk berenang.",0,0,2024-01-09T02:17:47Z
"Mana yg omdo,,, mana yg beretorika,,, mana yg ngmg nyata dari hati ... Sudah kelihatan ... Gak ada bukti,,, yg bnyk ngmg yg pinter beretorika hanya ambisi2 ... 😂😂😂 prestasi gk ada omdo sama beretorika ja ...",0,0,2024-01-09T02:17:04Z
"All in prabowo ❤
Mana nie dukungan prabowoo❤",21,1,2024-01-09T02:16:41Z
Dibelakang Pak Prabowo ada generasi Muda yg akan diberi jalan.,0,0,2024-01-09T02:15:27Z
Pak Ganjar dan pak Mahmud is the best ❤👍👍👍,3,0,2024-01-09T02:15:00Z
Bukan debat capres ini. Pembullyan individu 😢,0,0,2024-01-09T02:12:23Z
"BERPECI BELUM TENTU SUCI ITU HANYA TOPENG....
INGAT KASUS ANAK KIYAI PEMILIK PESANTREN YANG KASUS CABUL",0,0,2024-01-09T02:11:05Z
Ganjar ngasih nilai 5 😂 gak ngaca anjir wkwkwkwk,0,0,2024-01-09T02:10:34Z
Anis bener2 ya mata dan mulut nya julid banget,0,0,2024-01-09T02:09:40Z
No02 pilihan keluarga ku,0,0,2024-01-09T02:09:05Z
Prabowo❤,0,0,2024-01-09T02:06:38Z
Ganjar is the best lah,0,0,2024-01-09T02:05:57Z
Pak anies MaasyaAllah pak.. ❤,0,0,2024-01-09T02:04:41Z
"Anis sii paling jago merangkai kata & suka menjatuhkan paslon lain,, tetap All in prabowo gibran ❤",0,0,2024-01-09T02:03:56Z
Anis yg suka mulai nyerang. debat ya debat yg bermanfaatlh jgn sampai merendahkan. Harusnya saling kasi solusi bagaimana biar negaranya tetap terjaga kedamaiannya. Kasi' solusi tuh bagaiman biar rakyat Rohingnya bisa d kembalikan ke negara asalnya jgn sampai hidup beranak banyak di Indonesia dan pada akhirnya bikin masalah d Indonesia sama seperti Israel dan Palestina,0,0,2024-01-09T02:03:35Z
ALL IN PAK PRABOWO ❤❤❤❤,0,0,2024-01-09T02:03:30Z
"OMON OMON OMON, OMONG DOAN NIS ANIS",0,0,2024-01-09T02:02:29Z
Aldulillah pk prabowo sabar bgt. Tetap pak prabowo❤❤❤,0,0,2024-01-09T02:00:19Z
"2 priode saya dukung pak prabowo,tapi x ini saya memilih pak anis,karna yg dilakukan pak prabowo sekarang berjuang untuk gibran menjadi presiden,karna pak prabowo sudah tidak tanguh lagi🙏🏽🙏🏽🙏🏽
Amin peesiden ku❤❤❤",0,0,2024-01-09T01:54:27Z
debat macam apa ini😂 depat kok gaboleh intrupsi. kocak ini moderatornya,0,0,2024-01-09T01:53:17Z
"Jijik liat muka anies disini, licik dan penuh niat busuk.",0,0,2024-01-09T01:53:00Z
Perang mental telah di mulai...😂😂😂,0,0,2024-01-09T01:52:42Z
bacot nis anis,0,0,2024-01-09T01:52:39Z
ALL INN PRABOWO SUBIANTO🎉🎉🎉❤❤❤❤,1,0,2024-01-09T01:50:50Z
debat kok ngore2 harta orang ng gak ada hubungannya kalii,0,0,2024-01-09T01:50:47Z
"Anis hanya ngomong doang, pelaksanaan nol",0,0,2024-01-09T01:50:21Z
Data prabowo ngk benar d8hajar ganjar keringatan tuh wowo,0,0,2024-01-09T01:50:04Z
"2:00:00 dari sini mulai serunya ges kaowkwowkwokw

Jujur aja dari hati kamu mau dukung siapa.",0,0,2024-01-09T01:49:54Z
"Pak prabowo lebih ke yang namanya debat sih soalnya kalau dia pro ya dia pro kalau engga ya engga , tapi kalau paslon lain pertanyaanya justru memojokan keliatan bgt bukan justru debat adu gagasan kedepan seperti apa untuk pertahanan kita, kan haruse yang diperdebatkan itu gagasan kedepannya seperti apa bukan mengungkit hal hal buruk paslon lain, prabowo memang tidak lancar bicara seperti paslon lain tapi selama dia jadi menhan rasanya banyak prestasinya dibanding kan paslon lain ketika jadi gubernur sih, kalaupun mereka berdua ditempatkan diposisi pak prabowo sebagai menhan belum tentu sempurna dan lebih baik dari pk Prabowo",0,0,2024-01-09T01:49:15Z
"Tone deaf banget untuk pembahasan Gaza ya. Padahal orang di Gaza adalah orang2 paling kuat, 75 tahun ditindas sampai sekarang Palestine masih berjuang dan menurut saya orang2 disanalah orang2 terpilih yang paling kuat mentalnya saat ini.",0,0,2024-01-09T01:49:10Z
Anis punya negara ilusi sendiri,0,0,2024-01-09T01:48:44Z
"Si kunis  ngibulny indah,  tp pas jabat gubernur dki.   Gak istimewa seperti ngibulny.   Cendrung miskin prestasi",0,0,2024-01-09T01:47:20Z
✌,0,0,2024-01-09T01:43:55Z
"Sekelas debat capres yang seharusnya adu gagasan , visi misi, cari solusi. Eh malah menyerang personal seseorang 😂",1,0,2024-01-09T01:41:46Z
Indonesia ALL in Pak PRABOWO ❤🔥🔥,0,0,2024-01-09T01:40:50Z
Udah nyata kok debatnya bukan debat gagasan tapi debat persona,0,0,2024-01-09T01:40:32Z
Amiin,0,0,2024-01-09T01:37:31Z
"Knp pak prabowo klu ngng sm anies Sinis bgt, klu sm ganjar yg lbh ngegas kok malah merendahkan suaranya ya?",0,0,2024-01-09T01:36:45Z
Utang 50% tak masalah?? Serius??,0,0,2024-01-09T01:36:17Z
"All in prabowo. cuma jago ngomong skip,petugas partai juga skip",0,0,2024-01-09T01:36:07Z
"Kecewa sama debat kalli ini 😅, untung pa anis menjadi pemicunya makasih loh jadi tau 😂...😊😊😊 kuat terus pa prabowo tenang pa kami memilihmu",0,0,2024-01-09T01:35:58Z
🇹🇼bersama Prabowo n gibran salam ✌️✌️✌️✌️✌️,0,0,2024-01-09T01:31:28Z
Anis ganjar datang ke pangandaran makan pulang beda dengan pa prabwo keliling dengan delayan liat keayan masarakat inh ril bukan hoak,1,0,2024-01-09T01:29:42Z
Ngomong apa si wok ko nggk nyangbung jawaban nya,0,0,2024-01-09T01:27:32Z
Pak Prabowo ❤ anis bisanya nyentil doang,0,0,2024-01-09T01:26:28Z
Paslon 02 paslon ordal,0,0,2024-01-09T01:23:13Z
"Emg biasanya klo belum duduk di trmpat yg dikritik bisa seenak jidat. Coba klo udh duduk bisa apa aja yaaaa.... 😂 paslon 1 payah. Hobi nya mengkritik kerjaan org. Kerjaan sendiri emang udh bener ya? Harus banyak ngaca itu paslon 1.
Paslon 3 berupaya utk melakukan perubahan dgn langkah2 kongkrit. 
Paslon 2 ini adal bagian beliau. Pst sangat bisa menjelaskan keadaan dgn baik. Dan jelas tidak semua hal bisa disampaikan kpd masyarakat.
Paslon 1 dan 3 itu org baru. Jd historis pencapaian sd saat ini tidak diperhitungkan. 😂 skrg ya skrg. Yo payahhh",0,0,2024-01-09T01:22:48Z
Kesel bgt liat muka anis sm ganjarr sumpahh kek sok bgt gtu,0,0,2024-01-09T01:22:08Z
Intinya prabowo tahun ini harus menangggg🎉,0,0,2024-01-09T01:19:49Z
Tetap semangat pak prabowo kami mendukung mu pak🫶🏻,0,0,2024-01-09T01:16:59Z
"Anis bacot aja, jakarta aja banjir sama polusi gaada perubahan😂",0,0,2024-01-09T01:16:38Z
INI SEBENANYA DEBAT APA ROASTING SI KOK 1&3 NYERANG PAK PRABOWO MULU,0,0,2024-01-09T01:16:31Z
"Debat Presiden, bukan pertanggung jawaban mentri dan kalian bukan Presiden atau pun panelis, aneh... Ini bukan Debat...",0,0,2024-01-09T01:15:06Z
Semakin kesini semakin yakin pilihanku pak prabowo,0,0,2024-01-09T01:14:55Z
apapun alasanya Prabowo tetap d hati,0,0,2024-01-09T01:14:14Z
Pa anis kita inh lagih di jajah oleh rohyah,0,0,2024-01-09T01:06:02Z
"Kenapa banyak yg naik pitam, karena ini memang tema pertahanan bukan untuk menyidang yg sedang menjabat tapi harusnya menteri pertahanan yg paling menguasai materi ini.",0,0,2024-01-09T01:03:53Z
"Harus Prabowo sih , ngapain yg ngawur ""Omon-omon""",0,0,2024-01-09T01:03:45Z
Anis Anis ngomong mu selunyu ula dot,0,0,2024-01-09T01:01:24Z
PRABOWO ALL IN,0,0,2024-01-09T01:01:04Z
Anis Anis ngomong mu lunyu kaya ula dot,0,0,2024-01-09T01:00:50Z
Kok kalau paslon 01 waktunya cepet habis untuk komen,0,0,2024-01-09T00:59:13Z
340.000 hektarrr mantap,0,0,2024-01-09T00:58:21Z
Prabowo org hebat…smg sehat sll pak,0,0,2024-01-09T00:58:17Z
Omon2😂,0,0,2024-01-09T00:55:34Z
Maju tanpa menjatuhkan.,0,0,2024-01-09T00:54:19Z
"Briak air tandanya tak dalam. 

Saya segan dengan pak prabowo. Santuy .",0,0,2024-01-09T00:52:59Z
"awalnya biasa aja ngeliat anis, gegara debat ini jadi jijik bgt jir. bayangin punya pemimpin tapi hobinya main kotor, ga banget ew. padahal gue suka ama anaknya, cakep manis, eh bapaknya penghianat main kotor pula. ew",0,0,2024-01-09T00:52:45Z
Prabowo slalu di hati,0,0,2024-01-09T00:48:02Z
Pak anis cerdas☝️👍,0,0,2024-01-09T00:44:59Z
"Masalahx,prabowo emosi meledak²gk cocok jadi prisiden,spertix dia yg slalu dulu mnyerang Anies,gk kebalik,buka mata hatimu,",0,0,2024-01-09T00:44:46Z
Gas prabowo gibran ❤,0,0,2024-01-09T00:41:34Z
Ganjar-prabowo knp ga bergabung aja sih😢,1,0,2024-01-09T00:35:56Z
"Dari sini kita bisa simpulkan bahwa pemimpin harus punya sikap yg baik dan juga kecerdasan, dan keduanya ada di diri Pak Ganjar",2,0,2024-01-09T00:34:16Z
"Memang tdk ada pilihan lain, hanya pak Anies yg pantas jadi the next president 2024 👏",0,0,2024-01-09T00:28:40Z
kok lucu paslon 02...nggk bisa ngebales debat ...emosiii mulu...apa nggk punya data,0,0,2024-01-09T00:27:17Z
Pak Anis punya dendam apa sih😂,0,0,2024-01-09T00:25:36Z
"MANUSIA ::::
1. SEDIKIT BICARA BANYAK KERJA NYATA
2. BANYAK BICARA TAPI SEDIKIT KERJA NYATA
3. BEREAKTING 
4. TDK BICARA TDK BERKARYA
5. TAWADUK , BERAMANAH DLM HIDUPNYA....",1,0,2024-01-09T00:25:30Z
"Teriakan suporter di belakang yg harus selalu ditenangkan oleh MC menggambarkan kualitas SDM kita. 
Riuh, liar dan abai dgn peraturan. Duh Gusti!😅",1,0,2024-01-09T00:23:14Z
"Dari sini kita tau, mana yg tenang, mana yh santai, dan mana yg bbak belur serta emosian 😅",0,0,2024-01-09T00:19:22Z
buzzer prabowo luar biasa 😂😂😂 budgeet kampanye emang gak bohong,0,0,2024-01-09T00:19:19Z
"kelemahan prabowo emang fatal, masalah etika dan integritas 😂😂 hal basic yang harus dimiliki pemimpin tapi dia cacar dalam hal tsb",0,0,2024-01-09T00:18:19Z
ekspresi jahat no urut 1 kelihatan sekali yaa wkwk,0,0,2024-01-09T00:17:58Z
"Sebenarnya yang salah itu yg ngasih topik pertahanan, intinya begini percuma beli alat alat pertahanan wong kita gk perang , kalaupun perang bukan hanya TNI yang maju tapi rakyat Indonesia juga, yang saya sayangkan kenapa topiknya aneh , dan kenapa memperdebatkan kemakmuran aparat, mereka makmur , mereka sakit di tanggung negara, kedua anaknya di tanggung negara,bahkan mati di tanggung negara punya jatah rumah kendaraan dinas, dan jatah bahan bakar, topiknya seharusnya kami rakyat kecilmu ini yang hanya punya Mio Karbu Tahun 2008 tapi bayar pajak untuk Indonesia, yang sakit tidak di tanggung negara matipun tidak di tanggung negara, salam dari Rakyat Biasa para Capres 🙏",1,0,2024-01-09T00:16:25Z
Anis ini kenapa ya. Kok heran saiya.😅 ada dendam kesumat kali ya,1,0,2024-01-09T00:14:20Z
"Bismillah Anies☝️
Makin yakin,Indonesia akan maju jika dipimpin orang yang pemikirannya maju☝️",0,0,2024-01-09T00:13:49Z
semangat pak prabowo💪💪💪,0,0,2024-01-09T00:13:46Z
"Kemenangan akan selalu berpihak pada orang yg sabar dan tulus.
Kami bersama Pak Prabowo❤❤",244,15,2024-01-09T00:12:57Z
Mimik muka bpk anies baswedan seperti memperlihatkan keangkuhan nya😢,0,0,2024-01-09T00:12:20Z
Tinggal nunggu gibran buat comeback hajar cak imim😂😂,0,0,2024-01-09T00:10:58Z
Anis ini emang hebat berkata kata 😂,0,0,2024-01-09T00:09:08Z
"Pak Prabowo bersabar yah, semakin dikritik semakin baik adanya
Bapak Anis Baswedan saya barusan baca artikel di google Bapak dipecat dari menteri Pendidikan padahal baru menjabat 20 bulan, pbuatan tugu bambu yg blm apa2 roboh Pak, penanganan polusi Jakarta, oalah Pak mending lebih banyak bercermin Pak",0,0,2024-01-09T00:05:30Z
"Kenapa sih harus ada Anies baswedan ! Kaya gak ada orang lain aja yg dipilih. Dia sudah gagal semuanya, trus mencalonkan malah menjatuhkan lawan. Sok sok an ngomong penjajah suruh dia sana ke Palestine sendirian !",0,0,2024-01-09T00:04:46Z
"Wkwkwk banyak yang komen kenapa nyerang 02, ya namanya juga debat bro, kalo saling mengiyakan namanya rapat bukan debat😅😅😅😅",0,0,2024-01-09T00:04:34Z
kerjanya omon saja😁,0,0,2024-01-09T00:04:17Z
"Dari dahulu selalu memilih Prabowo. Bahkan sampai saat ini. 
Menurut saya masa lalu hanya untuk dilupakan dan tidak untuk di ingatkan.
Tapi yg harus dipikirkan itu masa depan. (Bukan berpikir utk masa lalu) 
Semoga kali ini *Pak Prabowo menang* semangat pak ❤",7,0,2024-01-09T00:00:09Z
"indonesia negri yg maju jika dipimpin oleh pemimpin yg cerdas , berkompeten dan bersih dari korupsi bukan yang dipimpin oleh orang yg memikirkan pribadinya, tidak memiliki kode etik, apalagi sudah lansia...dan bisa memberi contoh yg baik...dan bukan suka nonton video biru",0,0,2024-01-08T23:59:18Z
"Pak owo spesialis Looser, gasss terus pak tar sampe 5x ya",0,0,2024-01-08T23:57:49Z
semakin dijatuhkan semakin tau yg tinggi siapa.,0,0,2024-01-08T23:56:01Z
"Utang maksimal negara tuh 60% menurut undang-undang. Standart 30% merupakan standart perbankan sebelum meminjamkan ke nasabahnya. Kita negara ya kelasnya, bukan individu, anti banget sama utang, wkwk",0,0,2024-01-08T23:55:24Z
Pak prabowo luar biasa tdk terpancing yg 01 dan 03 lagi sibuk buka bukaan masalh perahanan negara,0,0,2024-01-08T23:55:16Z
Ini tim paslon 02 banyak gunakan akun robot di kolom komentar ya,0,0,2024-01-08T23:36:09Z
makin yakin....orang cerdas pasti memilih AMIN,2,2,2024-01-08T23:35:26Z
"Kesini krn liat iklan Singapore Air Show 2024 😢😢😢
Jomplang bgt liat negara kecil pesawatnya canggih2😢😢😢",0,0,2024-01-08T23:28:23Z
"Lah malah pada komen menyerang salah satu pihak, emang itu 'temanya'  pertahanan kan",0,0,2024-01-08T23:21:48Z
GAZA tidak lemah pak Prabowo hanya kita yang terpecah belah beton ton rudal dijatuhkan disana mereka masih bertahan,0,0,2024-01-08T23:21:10Z
Amin wae lur amanah jujur cerdac2024 Presiden RI. Amin ❤😂🎉😢😮😅😊😊,0,0,2024-01-08T23:20:58Z
"Sesi tanya jawab, malah jdi sidang buat menhan, bukan sembarang debat emang ini",0,0,2024-01-08T23:12:44Z
I want pak Jokowi 😢,0,0,2024-01-08T23:07:36Z
"nek..lihat anies,...ogaah banget,...doyan omong,..Nol...tong kosong berbunyi nyaring",0,0,2024-01-08T23:05:51Z
"nek..lihat anies,...ogaah banget,...doyan omong,..Nol...tong kosong berbunyi nyaring",0,0,2024-01-08T23:04:16Z
"AMIN NUMBER ONE. SENGADA LAWAN.
INSYAALLAH MENANG TELAK. IDE DAN GAGASANNYA SANGAT DIBUTUHKAN OLEH RAKYAT INDONESIA.
AMIN FOR PRESIDEN 2024 ❤🙏",2,0,2024-01-08T23:01:27Z
kao gua lebih milih ganjar daripada anies😂,1,0,2024-01-08T22:57:38Z
Respek sama paslon 03 dan 02 tanpa menjatuhkan yang lain dan tanpa menyudutkan,0,0,2024-01-08T22:53:27Z
Semoga Amin menang biar ada perubahan disegala bidang...,0,0,2024-01-08T22:52:28Z
Anis pasti menang,1,0,2024-01-08T22:47:09Z
"Untuk tema Kebudayaan, Saya berkunjung di Dubai Expo  tahun 2022 bulan February, ternyata Indonesia juga menjadi peserta, tapi bila membandingkan Negara Indonesia yang begitu besar dengan Pavillion yang digunakan dan tema² yang dibawakan, kurang mewakili NKRI yang kita banggakan.",0,0,2024-01-08T22:43:56Z
"Saya setelah menonton ini mendukung pak Prabowo, bagaimana mungkin data pertahanan yg harus di rahasiakan, di minta dibuka terbuka ????",0,0,2024-01-08T22:41:14Z
Sepakat donk sama pak Prabowo hahahah,0,0,2024-01-08T22:36:41Z
seandainya prabowo sama mahfud,0,1,2024-01-08T22:33:05Z
Gimana ketika presiden kita sudah tua,0,0,2024-01-08T22:28:21Z
"Debat ketiga ini tema nya adalah menyerang kekurangan mntri pertahanan .
Anis-ganjar ko jabatan mu tdk di serang balik ya?
Masih inget omongan cawapres no1 pas tentang seberapa tau karakter masing2 pasangan ,dan wakil anis prnh ngomong “anis tuh hobi nya godain ibu2”  ,pantes mulutnya penuh bacot .",0,1,2024-01-08T22:26:53Z
kaisar bapak ternyata ramah sekali,0,0,2024-01-08T22:24:27Z
Debat adalah megkritik langkah kebijakan peserta jadi tdk boleh dihadapi dengan emosi .... kalau cuma ngasih pendapat tanpa dikritik itu namanya tausyiah di masjid lah hahaaaa,0,0,2024-01-08T22:23:25Z
Bedak ganjar tebel banget ga sih,0,0,2024-01-08T22:23:16Z
prabowo👍👍,0,0,2024-01-08T22:22:34Z
"kalau mau debat masalah pertahanan ga bakal cukup dengan waktu 2 menit itu namanya mencari"" kesalahan dari paslon 2 seharusnya lebih profesional sebagai calon presiden",0,0,2024-01-08T22:21:59Z
Manusia berwatak Sengkuni,0,0,2024-01-08T22:14:01Z
"Sy awalnya dukung pak Anis tapi debat kali ini,poin 
yang sya dapat kan kebanyakan dari pak Prabowo,pak Prabowo ternyata sudah terbukti sudah melakukan nyata untuk Indonesia.🎉 Terimakasih pak Prabowo sekarang sya paham",142,11,2024-01-08T22:01:46Z
Disuruh tanggapin Ganjar malah nanggapin Anies si Wowo,0,0,2024-01-08T21:58:19Z
Bacot doang nih si.unis😅😅😅 omon2 GK jelas,0,0,2024-01-08T21:57:07Z
"Debat kali ini gk ada faedahnya,bukan debat namanya ini,yg dr awal pembuka sampai akhir isinya cuma menjatuhkan no 2,,untung yg mau di jatuhkan suhu bukan kubu😂😂😂",0,0,2024-01-08T21:53:49Z
"siapapun yg menjadi presiden nanti
semoga rakyat makin didengar,makin dsejahterakan,makin banyak lowongan pekerjaan agar ekonomi rakyatnya terpenuhi
tak butuh janji hanya butuh bukti untuk memakmurkan rakyatnya
dari rakyat untuk rakyat jangan lupakan itu wahai presidenku yang baru",0,0,2024-01-08T21:46:21Z
"Serius dia bilang harus memetakan masalah yg akan datang? Hellow bro kita gaakan bisa mastiin apa yg bakal dateng, cuma bisa predict dari apa yang bakal jadi akar permasalahn wkwkwkwk",0,0,2024-01-08T21:36:38Z
Kasian liat pak prabowo disini tapi saya dukung anies maaf ya pak😢,1,1,2024-01-08T21:32:06Z
Gw gapernah komen seumur hidup di youtube tapi kali ini gw all in prabowo,23,0,2024-01-08T21:28:20Z
"Setuju dengan pak prabowo,tidak semua hal tentang pemerintahan dibuka termasuk rahasia penting (IBARATNYA PENGUSAHA GAK MUNGKIN MEMBERI TAU SISTEM RAHASIA PERUSAHAANNYA,PADA PENGUSAHA LAIN),rakyat memang perlu tau terbuka tapi hanya yang mudah dimengerti, kebanyakan rakyat hanya terima hasil bukan untuk tau proses ny yang gak semua rakyat indonesia paham arahnya mendetail,bahasa dalam kerja menhan, prabowo gak berani nunjukin data karena dia tidak mau asal sebut karena ini menyangkut sebuah intansi pemerintah jika menterinya saja salah menyebutkan data sedangkan prabowo dalam intansi tersebut pasti akan dihujat kembali
PAK PRABOWO HATI HATI KERENA HAL TERDESAK JIKA JAWAB ASAL AKAN BERESIKO BAGI PRABOWO, TERDESAK TIDAK MENUTUP KEMUNGKINAN MELAKUKAN KESALAHAN",0,0,2024-01-08T21:27:16Z
apakah mensapaikan data akurat disebutkan menyerang pilihan bebas siapa saja.,0,0,2024-01-08T21:16:37Z
Kenapa capres no 1 sama no 2 ga digabungin aja sii soalnya greget aku,0,0,2024-01-08T21:10:37Z
"tetap Prabowo
kerja nyata..
ikhlas buat rakyat",1,0,2024-01-08T21:10:18Z
"Negara mana di dunia yang memiliki sistem pemilu yang efektif?
Di somalia, butuh 20-30 hari setelah nyoblos untuk ketahui hasil pemilu.
Di Amerika butuh beberapa hari setela pemilihan selesai.
Di wakanda mereka sudah tahu hasilnya sebelum coblosan.",0,0,2024-01-08T21:07:24Z
Positif pak Prabowo presidennya,0,0,2024-01-08T21:05:46Z
"Terima kasih atas debat kali ini, saya bisa menentukan secara pasti siapa yang akan saya pilih. All in prabowo",0,0,2024-01-08T21:05:30Z
Fix anis,0,0,2024-01-08T21:01:22Z
PRABOWO THE NEXT PRESIDEN ....,0,0,2024-01-08T21:00:00Z
Anies ambisius. Prabowo gampang terpancing. Ganjar Dewasa.,0,0,2024-01-08T20:45:42Z
